;add;addi;addiw;addw;and;andi;auipc;beq;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
8a_mv_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;10000;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_nop_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_or_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_ori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_rem_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67054;0;0;0;0;0
8a_remu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65679;0;0;0;0;0
8a_remuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67159;0;0;0;0;0
8a_remw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65143;0;0;0;0;0
8a_sb_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8a_sh_100x100;0;100;20;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;7;20;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8a_sll_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_slli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_slliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_sllw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_slt_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_slti_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_sltiu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_sltu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_sra_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;129;0;0;0;0;0
8a_srai_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;129;0;0;0;0;0
8a_sraiw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;129;0;0;0;0;0
8a_sraw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;129;0;0;0;0;0
8a_srl_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;129;0;0;0;0;0
8a_srli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;129;0;0;0;0;0
8a_srliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;129;0;0;0;0;0
8a_srlw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;129;0;0;0;0;0
8a_sub_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;10000;0;0;0;0
8a_subw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;10000;0;0;0
8a_sw_100x100;0;100;20;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;7;20;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;10000;0;0
8a_xor_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;10000;0
8a_xori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;10000
8b_add_100x100;10000;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_addi_100x100;0;10100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_addiw_100x100;0;100;10026;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_addw_100x100;0;100;26;10000;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_and_100x100;0;100;26;0;10000;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_andi_100x100;0;100;26;0;0;10000;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_auipc_100x100;0;100;26;0;0;0;10000;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_div_100x100;0;100;26;0;0;0;0;0;0;100;10000;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62769;0;0;0;0;0
8b_divu_100x100;0;100;26;0;0;0;0;0;0;100;0;10000;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70064;0;0;0;0;0
8b_divuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;10000;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64670;0;0;0;0;0
8b_divw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;10000;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63356;0;0;0;0;0
8b_lb_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8b_lbu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8b_lh_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8b_lhu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8b_lui_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;10026;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_lw_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8b_mul_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;10000;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56864;0;0;0;0;0
8b_mulh_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;10000;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108251;0;0;0;0;0
8b_mulhsu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;10000;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108640;0;0;0;0;0
8b_mulhu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;10000;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109237;0;0;0;0;0
8b_mulw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;10000;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57456;0;0;0;0;0
8b_mv_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;10000;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_nop_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_or_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_ori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_rem_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65066;0;0;0;0;0
8b_remu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69157;0;0;0;0;0
8b_remuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71678;0;0;0;0;0
8b_remw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67763;0;0;0;0;0
8b_sb_100x100;0;100;24;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;3;24;0;0;0;0;0;0;0;13;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8b_sh_100x100;0;100;18;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;9;18;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8b_sll_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_slli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_slliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_sllw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_slt_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_slti_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_sltiu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_sltu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_sra_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;129;0;0;0;0;0
8b_srai_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;129;0;0;0;0;0
8b_sraiw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;129;0;0;0;0;0
8b_sraw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;129;0;0;0;0;0
8b_srl_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;129;0;0;0;0;0
8b_srli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;129;0;0;0;0;0
8b_srliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;129;0;0;0;0;0
8b_srlw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;129;0;0;0;0;0
8b_sub_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;10000;0;0;0;0
8b_subw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;10000;0;0;0
8b_sw_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;10000;0;0
8b_xor_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;10000;0
8b_xori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;10000
8c_add_100x100;10000;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_addi_100x100;0;10100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_addiw_100x100;0;100;10026;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_addw_100x100;0;100;26;10000;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_and_100x100;0;100;26;0;10000;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_andi_100x100;0;100;26;0;0;10000;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_auipc_100x100;0;100;26;0;0;0;10000;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_div_100x100;0;100;26;0;0;0;0;0;0;100;10000;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61870;0;0;0;0;0
8c_divu_100x100;0;100;26;0;0;0;0;0;0;100;0;10000;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64076;0;0;0;0;0
8c_divuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;10000;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60860;0;0;0;0;0
