;add;addi;addiw;addw;and;andi;auipc;beq;beqz;bnez;div;divu;divuw;divw;j;lb;lbu;lh;lhu;li;lui;lw;mul;mulh;mulhsu;mulhu;mulw;mv;nop;or;ori;rem;remu;remuw;remw;sb;seqz;sh;sll;slli;slliw;sllw;slt;slti;sltiu;sltu;sra;srai;sraiw;sraw;srl;srli;srliw;srlw;stall;sub;subw;sw;xor;xori
8c_divw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;10000;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58060;0;0;0;0;0
8c_lb_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8c_lbu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8c_lh_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8c_lhu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8c_lui_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;10026;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_lw_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8c_mul_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;10000;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58264;0;0;0;0;0
8c_mulh_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;10000;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109438;0;0;0;0;0
8c_mulhsu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;10000;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109840;0;0;0;0;0
8c_mulhu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;10000;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109626;0;0;0;0;0
8c_mulw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;10000;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57464;0;0;0;0;0
8c_mv_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;10000;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_nop_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_or_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_ori_100x100;0;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_rem_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65462;0;0;0;0;0
8c_remu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72256;0;0;0;0;0
8c_remuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67556;0;0;0;0;0
8c_remw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65457;0;0;0;0;0
8c_sb_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8c_sh_100x100;0;100;17;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;10;17;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8c_sll_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_slli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_slliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_sllw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_slt_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_slti_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_sltiu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_sltu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_sra_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;129;0;0;0;0;0
8c_srai_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;129;0;0;0;0;0
8c_sraiw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;129;0;0;0;0;0
8c_sraw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;129;0;0;0;0;0
8c_srl_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;129;0;0;0;0;0
8c_srli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;129;0;0;0;0;0
8c_srliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;129;0;0;0;0;0
8c_srlw_100x100;0;100;25;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;129;0;0;0;0;0
8c_sub_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;10000;0;0;0;0
8c_subw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;10000;0;0;0
8c_sw_100x100;0;100;23;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;4;23;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;10000;0;0
8c_xor_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;10000;0
8c_xori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;10000
8d_add_100x100;10000;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_addi_100x100;0;10100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_addiw_100x100;0;100;10026;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_addw_100x100;0;100;26;10000;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_and_100x100;0;100;26;0;10000;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_andi_100x100;0;100;26;0;0;10000;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_auipc_100x100;0;100;26;0;0;0;10000;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_div_100x100;0;100;26;0;0;0;0;0;0;100;10000;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61762;0;0;0;0;0
8d_divu_100x100;0;100;26;0;0;0;0;0;0;100;0;10000;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58957;0;0;0;0;0
8d_divuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;10000;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62259;0;0;0;0;0
8d_divw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;10000;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62659;0;0;0;0;0
8d_lb_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8d_lbu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8d_lh_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8d_lhu_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8d_lui_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;10026;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_lw_100x100;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249898;0;0;0;0;0
8d_mul_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;10000;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57568;0;0;0;0;0
8d_mulh_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;10000;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111629;0;0;0;0;0
8d_mulhsu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;10000;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107641;0;0;0;0;0
8d_mulhu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;10000;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109038;0;0;0;0;0
8d_mulw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;10000;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58064;0;0;0;0;0
8d_mv_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;10000;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_nop_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;10011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_or_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_ori_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_rem_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69248;0;0;0;0;0
8d_remu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66845;0;0;0;0;0
8d_remuw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70886;0;0;0;0;0
8d_remw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62666;0;0;0;0;0
8d_sb_100x100;0;100;21;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;6;21;0;0;0;0;0;0;0;16;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8d_sh_100x100;0;100;20;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;7;20;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;0;0;0
8d_sll_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_slli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_slliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_sllw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_slt_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_slti_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_sltiu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_sltu_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_sra_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;129;0;0;0;0;0
8d_srai_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;129;0;0;0;0;0
8d_sraiw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;129;0;0;0;0;0
8d_sraw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;129;0;0;0;0;0
8d_srl_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;129;0;0;0;0;0
8d_srli_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;0;129;0;0;0;0;0
8d_srliw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;129;0;0;0;0;0
8d_srlw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;129;0;0;0;0;0
8d_sub_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;10000;0;0;0;0
8d_subw_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;10000;0;0;0
8d_sw_100x100;0;100;20;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;7;20;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59493;0;0;10000;0;0
8d_xor_100x100;0;100;26;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0;1;26;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;10000;0
